datetime, aapl , cash , commission , total ,returns, equity_curve 
5/3/2001," 488,068 "," 444,995 ", (27)," 933,064 ",-3.3%, 0.93 
5/4/2001," 502,423 "," 444,995 ", (27)," 947,419 ",1.5%, 0.95 
5/7/2001," 488,068 "," 444,995 ", (27)," 933,064 ",-1.5%, 0.93 
5/8/2001," 479,455 "," 444,995 ", (27)," 924,451 ",-0.9%, 0.92 
5/9/2001," 467,971 "," 444,995 ", (27)," 912,967 ",-1.2%, 0.91 
5/10/2001," 447,874 "," 444,995 ", (27)," 892,870 ",-2.2%, 0.89 
5/11/2001," 445,003 "," 444,995 ", (27)," 889,999 ",-0.3%, 0.89 
5/14/2001," 453,616 "," 444,995 ", (27)," 898,612 ",1.0%, 0.90 
5/15/2001," 450,745 "," 444,995 ", (27)," 895,741 ",-0.3%, 0.90 
5/16/2001," 470,842 "," 444,995 ", (27)," 915,838 ",2.2%, 0.92 
5/17/2001," 459,358 "," 444,995 ", (27)," 904,354 ",-1.3%, 0.90 
5/18/2001," 459,358 "," 444,995 ", (27)," 904,354 ",0.0%, 0.90 
5/21/2001," 459,358 "," 444,995 ", (27)," 904,354 ",0.0%, 0.90 
5/22/2001," 459,358 "," 444,995 ", (27)," 904,354 ",0.0%, 0.90 
5/23/2001," 453,616 "," 444,995 ", (27)," 898,612 ",-0.6%, 0.90 
5/24/2001," 453,616 "," 444,995 ", (27)," 898,612 ",0.0%, 0.90 
5/25/2001," 445,003 "," 444,995 ", (27)," 889,999 ",-1.0%, 0.89 
5/29/2001," 419,165 "," 444,995 ", (27)," 864,160 ",-2.9%, 0.86 
5/30/2001," 384,713 "," 444,995 ", (27)," 829,708 ",-4.0%, 0.83 
5/31/2001," 390,455 "," 444,995 ", (27)," 835,450 ",0.7%, 0.84 
6/1/2001," 407,681 "," 444,995 ", (27)," 852,676 ",2.1%, 0.85 
6/4/2001," 401,939 "," 444,995 ", (27)," 846,934 ",-0.7%, 0.85 
6/5/2001," 407,681 "," 444,995 ", (27)," 852,676 ",0.7%, 0.85 
6/6/2001," 404,810 "," 444,995 ", (27)," 849,805 ",-0.3%, 0.85 
6/7/2001," 422,036 "," 444,995 ", (27)," 867,031 ",2.0%, 0.87 
6/8/2001," 416,294 "," 444,995 ", (27)," 861,289 ",-0.7%, 0.86 
6/11/2001," 390,455 "," 444,995 ", (27)," 835,450 ",-3.0%, 0.84 
6/12/2001," 396,197 "," 444,995 ", (27)," 841,192 ",0.7%, 0.84 
6/13/2001," 399,068 "," 444,995 ", (27)," 844,063 ",0.3%, 0.84 
6/14/2001," 387,584 "," 444,995 ", (27)," 832,579 ",-1.4%, 0.83 
6/15/2001," 399,068 "," 444,995 ", (27)," 844,063 ",1.4%, 0.84 
6/18/2001," 396,197 "," 444,995 ", (27)," 841,192 ",-0.3%, 0.84 
6/19/2001," 393,326 "," 444,995 ", (27)," 838,321 ",-0.3%, 0.84 
6/20/2001," 422,036 "," 444,995 ", (27)," 867,031 ",3.4%, 0.87 
6/21/2001," 439,261 "," 444,995 ", (27)," 884,257 ",2.0%, 0.88 
6/22/2001," 433,519 "," 444,995 ", (27)," 878,515 ",-0.6%, 0.88 
6/25/2001," 467,971 "," 444,995 ", (27)," 912,967 ",3.9%, 0.91 
6/26/2001," 462,229 "," 444,995 ", (27)," 907,225 ",-0.6%, 0.91 
6/27/2001," 456,487 "," 444,995 ", (27)," 901,483 ",-0.6%, 0.90 
6/28/2001," 459,358 "," 444,995 ", (27)," 904,354 ",0.3%, 0.90 
6/29/2001," 453,616 "," 444,995 ", (27)," 898,612 ",-0.6%, 0.90 
7/2/2001," 465,100 "," 444,995 ", (27)," 910,096 ",1.3%, 0.91 
7/3/2001," 465,100 "," 444,995 ", (27)," 910,096 ",0.0%, 0.91 
7/5/2001," 453,616 "," 444,995 ", (27)," 898,612 ",-1.3%, 0.90 
7/6/2001," 430,649 "," 444,995 ", (27)," 875,644 ",-2.6%, 0.88 
7/9/2001," 442,132 "," 444,995 ", (27)," 887,128 ",1.3%, 0.89 
7/10/2001," 413,423 "," 444,995 ", (27)," 858,418 ",-3.2%, 0.86 
7/11/2001," 439,261 "," 444,995 ", (27)," 884,257 ",3.0%, 0.88 
7/12/2001," 473,713 "," 444,995 ", (27)," 918,709 ",3.9%, 0.92 
7/13/2001," 485,197 "," 444,995 ", (27)," 930,193 ",1.3%, 0.93 
7/16/2001," 467,971 "," 444,995 ", (27)," 912,967 ",-1.9%, 0.91 
7/17/2001," 490,939 "," 444,995 ", (27)," 935,935 ",2.5%, 0.94 
7/18/2001," 404,810 "," 444,995 ", (27)," 849,805 ",-9.2%, 0.85 
7/19/2001," 390,455 "," 444,995 ", (27)," 835,450 ",-1.7%, 0.84 
7/20/2001," 390,455 "," 444,995 ", (27)," 835,450 ",0.0%, 0.84 
7/23/2001," 381,842 "," 444,995 ", (27)," 826,837 ",-1.0%, 0.83 
7/24/2001," 373,229 "," 444,995 ", (27)," 818,224 ",-1.0%, 0.82 
7/25/2001," 358,874 "," 444,995 ", (27)," 803,869 ",-1.8%, 0.80 
7/26/2001," 361,745 "," 444,995 ", (27)," 806,740 ",0.4%, 0.81 
7/27/2001," 370,358 "," 444,995 ", (27)," 815,353 ",1.1%, 0.82 
7/30/2001," 370,358 "," 444,995 ", (27)," 815,353 ",0.0%, 0.82 
7/31/2001," 367,487 "," 444,995 ", (27)," 812,482 ",-0.4%, 0.81 
8/1/2001," 370,358 "," 444,995 ", (27)," 815,353 ",0.4%, 0.82 
8/2/2001," 387,584 "," 444,995 ", (27)," 832,579 ",2.1%, 0.83 
8/3/2001," 378,971 "," 444,995 ", (27)," 823,966 ",-1.0%, 0.82 
8/6/2001," 373,229 "," 444,995 ", (27)," 818,224 ",-0.7%, 0.82 
8/7/2001," 376,100 "," 444,995 ", (27)," 821,095 ",0.4%, 0.82 
8/8/2001," 367,487 "," 444,995 ", (27)," 812,482 ",-1.0%, 0.81 
8/9/2001," 370,358 "," 444,995 ", (27)," 815,353 ",0.4%, 0.82 
8/10/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/13/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/14/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/15/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/16/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/17/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/20/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/21/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/22/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/23/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/24/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/27/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/28/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/29/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/30/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
8/31/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/4/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/5/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/6/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/7/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/10/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/17/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/18/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/19/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/20/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/21/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/24/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/25/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/26/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/27/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
9/28/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/1/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/2/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/3/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/4/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/5/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/8/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/9/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/10/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/11/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/12/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/15/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/16/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/17/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/18/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/19/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/22/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/23/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/24/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/25/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/26/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/29/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/30/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
10/31/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/1/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/2/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/5/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/6/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/7/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/8/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/9/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/12/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/13/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/14/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/15/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/16/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/19/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/20/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/21/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/23/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/26/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/27/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/28/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/29/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
11/30/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
12/3/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
12/4/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
12/5/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
12/6/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
12/7/2001, -   ," 815,344 ", (36)," 815,344 ",0.0%, 0.82 
12/10/2001," 407,672 "," 407,664 ", (45)," 815,335 ",0.0%, 0.82 
12/11/2001," 394,349 "," 407,664 ", (45)," 802,013 ",-1.6%, 0.80 
12/12/2001," 389,020 "," 407,664 ", (45)," 796,684 ",-0.7%, 0.80 
12/13/2001," 381,026 "," 407,664 ", (45)," 788,690 ",-1.0%, 0.79 
12/14/2001," 370,368 "," 407,664 ", (45)," 778,032 ",-1.4%, 0.78 
12/17/2001," 373,033 "," 407,664 ", (45)," 780,697 ",0.3%, 0.78 
12/18/2001," 381,026 "," 407,664 ", (45)," 788,690 ",1.0%, 0.79 
12/19/2001," 391,684 "," 407,664 ", (45)," 799,348 ",1.4%, 0.80 
12/20/2001," 373,033 "," 407,664 ", (45)," 780,697 ",-2.3%, 0.78 
12/21/2001," 381,026 "," 407,664 ", (45)," 788,690 ",1.0%, 0.79 
12/24/2001," 386,355 "," 407,664 ", (45)," 794,019 ",0.7%, 0.79 
12/26/2001," 389,020 "," 407,664 ", (45)," 796,684 ",0.3%, 0.80 
12/27/2001," 399,678 "," 407,664 ", (45)," 807,342 ",1.3%, 0.81 
12/28/2001," 405,007 "," 407,664 ", (45)," 812,671 ",0.7%, 0.81 
12/31/2001," 397,013 "," 407,664 ", (45)," 804,677 ",-1.0%, 0.80 
1/2/2002," 420,994 "," 407,664 ", (45)," 828,658 ",3.0%, 0.83 
1/3/2002," 426,323 "," 407,664 ", (45)," 833,987 ",0.6%, 0.83 
1/4/2002," 428,988 "," 407,664 ", (45)," 836,651 ",0.3%, 0.84 
1/7/2002," 415,665 "," 407,664 ", (45)," 823,329 ",-1.6%, 0.82 
1/8/2002," 410,336 "," 407,664 ", (45)," 818,000 ",-0.6%, 0.82 
1/9/2002," 391,684 "," 407,664 ", (45)," 799,348 ",-2.3%, 0.80 
1/10/2002," 383,691 "," 407,664 ", (45)," 791,355 ",-1.0%, 0.79 
1/11/2002," 381,026 "," 407,664 ", (45)," 788,690 ",-0.3%, 0.79 
1/14/2002," 383,691 "," 407,664 ", (45)," 791,355 ",0.3%, 0.79 
1/15/2002," 391,684 "," 407,664 ", (45)," 799,348 ",1.0%, 0.80 
1/16/2002," 375,697 "," 407,664 ", (45)," 783,361 ",-2.0%, 0.78 
1/17/2002," 407,672 "," 407,664 ", (45)," 815,335 ",4.1%, 0.82 
1/18/2002," 402,343 "," 407,664 ", (45)," 810,006 ",-0.7%, 0.81 
1/22/2002," 394,349 "," 407,664 ", (45)," 802,013 ",-1.0%, 0.80 
1/23/2002," 415,665 "," 407,664 ", (45)," 823,329 ",2.7%, 0.82 
1/24/2002," 420,994 "," 407,664 ", (45)," 828,658 ",0.6%, 0.83 
1/25/2002," 420,994 "," 407,664 ", (45)," 828,658 ",0.0%, 0.83 
1/28/2002," 420,994 "," 407,664 ", (45)," 828,658 ",0.0%, 0.83 
1/29/2002," 418,330 "," 407,664 ", (45)," 825,993 ",-0.3%, 0.83 
1/30/2002," 436,981 "," 407,664 ", (45)," 844,645 ",2.3%, 0.84 
1/31/2002," 447,639 "," 407,664 ", (45)," 855,303 ",1.3%, 0.86 
2/1/2002," 442,310 "," 407,664 ", (45)," 849,974 ",-0.6%, 0.85 
2/4/2002," 458,297 "," 407,664 ", (45)," 865,961 ",1.9%, 0.87 
2/5/2002," 460,962 "," 407,664 ", (45)," 868,626 ",0.3%, 0.87 
2/6/2002," 447,639 "," 407,664 ", (45)," 855,303 ",-1.5%, 0.86 
2/7/2002," 439,646 "," 407,664 ", (45)," 847,310 ",-0.9%, 0.85 
2/8/2002," 434,317 "," 407,664 ", (45)," 841,980 ",-0.6%, 0.84 
2/11/2002," 452,968 "," 407,664 ", (45)," 860,632 ",2.2%, 0.86 
2/12/2002," 447,639 "," 407,664 ", (45)," 855,303 ",-0.6%, 0.86 
2/13/2002," 452,968 "," 407,664 ", (45)," 860,632 ",0.6%, 0.86 
2/14/2002," 444,975 "," 407,664 ", (45)," 852,639 ",-0.9%, 0.85 
2/15/2002," 431,652 "," 407,664 ", (45)," 839,316 ",-1.6%, 0.84 
2/19/2002," 410,336 "," 407,664 ", (45)," 818,000 ",-2.5%, 0.82 
2/20/2002," 418,330 "," 407,664 ", (45)," 825,993 ",1.0%, 0.83 
2/21/2002," 389,020 "," 407,664 ", (45)," 796,684 ",-3.5%, 0.80 
2/22/2002," 410,336 "," 407,664 ", (45)," 818,000 ",2.7%, 0.82 
2/25/2002," 431,652 "," 407,664 ", (45)," 839,316 ",2.6%, 0.84 
2/26/2002," 428,988 "," 407,664 ", (45)," 836,651 ",-0.3%, 0.84 
2/27/2002," 397,013 "," 407,664 ", (45)," 804,677 ",-3.8%, 0.80 
2/28/2002," 391,684 "," 407,664 ", (45)," 799,348 ",-0.7%, 0.80 
3/1/2002," 423,659 "," 407,664 ", (45)," 831,322 ",4.0%, 0.83 
3/4/2002," 439,646 "," 407,664 ", (45)," 847,310 ",1.9%, 0.85 
3/5/2002," 426,323 "," 407,664 ", (45)," 833,987 ",-1.6%, 0.83 
3/6/2002," 436,981 "," 407,664 ", (45)," 844,645 ",1.3%, 0.84 
3/7/2002," 442,310 "," 407,664 ", (45)," 849,974 ",0.6%, 0.85 
3/8/2002," 447,639 "," 407,664 ", (45)," 855,303 ",0.6%, 0.86 
3/11/2002," 452,968 "," 407,664 ", (45)," 860,632 ",0.6%, 0.86 
3/12/2002," 447,639 "," 407,664 ", (45)," 855,303 ",-0.6%, 0.86 
3/13/2002," 442,310 "," 407,664 ", (45)," 849,974 ",-0.6%, 0.85 
3/14/2002," 442,310 "," 407,664 ", (45)," 849,974 ",0.0%, 0.85 
3/15/2002," 450,304 "," 407,664 ", (45)," 857,968 ",0.9%, 0.86 
3/18/2002," 447,639 "," 407,664 ", (45)," 855,303 ",-0.3%, 0.86 
3/19/2002," 450,304 "," 407,664 ", (45)," 857,968 ",0.3%, 0.86 
3/20/2002," 450,304 "," 407,664 ", (45)," 857,968 ",0.0%, 0.86 
3/21/2002," 439,646 "," 407,664 ", (45)," 847,310 ",-1.2%, 0.85 
3/22/2002," 436,981 "," 407,664 ", (45)," 844,645 ",-0.3%, 0.84 
3/25/2002," 423,659 "," 407,664 ", (45)," 831,322 ",-1.6%, 0.83 
3/26/2002," 423,659 "," 407,664 ", (45)," 831,322 ",0.0%, 0.83 
3/27/2002," 423,659 "," 407,664 ", (45)," 831,322 ",0.0%, 0.83 
3/28/2002," 428,988 "," 407,664 ", (45)," 836,651 ",0.6%, 0.84 
4/1/2002," 442,310 "," 407,664 ", (45)," 849,974 ",1.6%, 0.85 
4/2/2002," 436,981 "," 407,664 ", (45)," 844,645 ",-0.6%, 0.84 
4/3/2002," 428,988 "," 407,664 ", (45)," 836,651 ",-0.9%, 0.84 
4/4/2002," 450,304 "," 407,664 ", (45)," 857,968 ",2.5%, 0.86 
4/5/2002," 447,639 "," 407,664 ", (45)," 855,303 ",-0.3%, 0.86 
4/8/2002," 444,975 "," 407,664 ", (45)," 852,639 ",-0.3%, 0.85 
4/9/2002," 436,981 "," 407,664 ", (45)," 844,645 ",-0.9%, 0.84 
4/10/2002," 447,639 "," 407,664 ", (45)," 855,303 ",1.3%, 0.86 
4/11/2002," 450,304 "," 407,664 ", (45)," 857,968 ",0.3%, 0.86 
4/12/2002," 452,968 "," 407,664 ", (45)," 860,632 ",0.3%, 0.86 
4/15/2002," 452,968 "," 407,664 ", (45)," 860,632 ",0.0%, 0.86 
4/16/2002," 466,291 "," 407,664 ", (45)," 873,955 ",1.5%, 0.87 
4/17/2002," 471,620 "," 407,664 ", (45)," 879,284 ",0.6%, 0.88 
4/18/2002," 460,962 "," 407,664 ", (45)," 868,626 ",-1.2%, 0.87 
4/19/2002," 452,968 "," 407,664 ", (45)," 860,632 ",-0.9%, 0.86 
4/22/2002," 444,975 "," 407,664 ", (45)," 852,639 ",-0.9%, 0.85 
4/23/2002," 439,646 "," 407,664 ", (45)," 847,310 ",-0.6%, 0.85 
4/24/2002," 428,988 "," 407,664 ", (45)," 836,651 ",-1.3%, 0.84 
4/25/2002," 436,981 "," 407,664 ", (45)," 844,645 ",1.0%, 0.84 
4/26/2002," 415,665 "," 407,664 ", (45)," 823,329 ",-2.5%, 0.82 
4/29/2002," 434,317 "," 407,664 ", (45)," 841,980 ",2.3%, 0.84 
4/30/2002," 439,646 "," 407,664 ", (45)," 847,310 ",0.6%, 0.85 
5/1/2002," 434,317 "," 407,664 ", (45)," 841,980 ",-0.6%, 0.84 
5/2/2002," 428,988 "," 407,664 ", (45)," 836,651 ",-0.6%, 0.84 
5/3/2002," 426,323 "," 407,664 ", (45)," 833,987 ",-0.3%, 0.83 
5/6/2002," 410,336 "," 407,664 ", (45)," 818,000 ",-1.9%, 0.82 
5/7/2002," 407,672 "," 407,664 ", (45)," 815,335 ",-0.3%, 0.82 
5/8/2002," 442,310 "," 407,664 ", (45)," 849,974 ",4.2%, 0.85 
5/9/2002," 436,981 "," 407,664 ", (45)," 844,645 ",-0.6%, 0.84 
5/10/2002," 420,994 "," 407,664 ", (45)," 828,658 ",-1.9%, 0.83 
5/13/2002," 434,317 "," 407,664 ", (45)," 841,980 ",1.6%, 0.84 
5/14/2002," 463,626 "," 407,664 ", (45)," 871,290 ",3.5%, 0.87 
5/15/2002," 458,297 "," 407,664 ", (45)," 865,961 ",-0.6%, 0.87 
5/16/2002," 455,633 "," 407,664 ", (45)," 863,297 ",-0.3%, 0.86 
5/17/2002," 452,968 "," 407,664 ", (45)," 860,632 ",-0.3%, 0.86 
5/20/2002," 447,639 "," 407,664 ", (45)," 855,303 ",-0.6%, 0.86 
5/21/2002," 423,659 "," 407,664 ", (45)," 831,322 ",-2.8%, 0.83 
5/22/2002," 439,646 "," 407,664 ", (45)," 847,310 ",1.9%, 0.85 
5/23/2002," 455,633 "," 407,664 ", (45)," 863,297 ",1.9%, 0.86 
5/24/2002," 436,981 "," 407,664 ", (45)," 844,645 ",-2.2%, 0.84 
5/28/2002," 434,317 "," 407,664 ", (45)," 841,980 ",-0.3%, 0.84 
5/29/2002," 434,317 "," 407,664 ", (45)," 841,980 ",0.0%, 0.84 
5/30/2002," 436,981 "," 407,664 ", (45)," 844,645 ",0.3%, 0.84 
5/31/2002," 420,994 "," 407,664 ", (45)," 828,658 ",-1.9%, 0.83 
6/3/2002," 415,665 "," 407,664 ", (45)," 823,329 ",-0.6%, 0.82 
6/4/2002," 413,001 "," 407,664 ", (45)," 820,664 ",-0.3%, 0.82 
6/5/2002," 410,336 "," 407,664 ", (45)," 818,000 ",-0.3%, 0.82 
6/6/2002," 402,343 "," 407,664 ", (45)," 810,006 ",-1.0%, 0.81 
6/7/2002," 386,355 "," 407,664 ", (45)," 794,019 ",-2.0%, 0.79 
6/10/2002," 389,020 "," 407,664 ", (45)," 796,684 ",0.3%, 0.80 
6/11/2002," 370,368 "," 407,664 ", (45)," 778,032 ",-2.3%, 0.78 
6/12/2002," 362,375 "," 407,664 ", (45)," 770,038 ",-1.0%, 0.77 
6/13/2002," 354,381 "," 407,664 ", (45)," 762,045 ",-1.0%, 0.76 
6/14/2002," 365,039 "," 407,664 ", (45)," 772,703 ",1.4%, 0.77 
6/17/2002," 373,033 "," 407,664 ", (45)," 780,697 ",1.0%, 0.78 
6/18/2002," 365,039 "," 407,664 ", (45)," 772,703 ",-1.0%, 0.77 
6/19/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
6/20/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
6/21/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
6/24/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
6/25/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
6/26/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
6/27/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
6/28/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/1/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/2/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/3/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/5/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/8/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/9/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/10/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/11/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/12/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/15/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/16/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/17/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/18/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/19/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/22/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/23/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/24/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/25/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/26/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/29/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/30/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
7/31/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/1/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/2/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/5/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/6/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/7/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/8/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/9/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/12/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/13/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/14/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/15/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/16/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/19/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/20/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/21/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/22/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/23/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/26/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/27/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/28/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
8/29/2002, -   ," 772,694 ", (54)," 772,694 ",0.0%, 0.77 
